dispatch_date,Vandalism/Criminal Mischief,DISTRICT_,Robbery Firearm,Thefts,Other Assaults,Theft from Vehicle,Fraud,Aggravated Assault No Firearm,Burglary Non-Residential,Forgery and Counterfeiting,Disorderly Conduct,Burglary Residential,All Other Offenses,Aggravated Assault Firearm,Robbery No Firearm,Narcotic / Drug Law Violations,Vagrancy/Loitering,Other Sex Offenses (Not Commercialized),Arson,Rape,Liquor Law Violations,Weapon Violations,Embezzlement,Public Drunkenness,Prostitution and Commercialized Vice,Receiving Stolen Property,Offenses Against Family and Children,Gambling Violations,DRIVING UNDER THE INFLUENCE,Recovered Stolen Motor Vehicle,Motor Vehicle Theft,Homicide - Criminal,Homicide - Criminal ,Homicide - Justifiable ,Homicide - Gross Negligence
2008-10-31,169,15,28.0,121,202,114,58,77.0,25.0,3.0,40.0,90.0,273,14.0,40.0,55.0,0.0,4.0,2.0,10.0,18.0,12.0,1.0,1.0,10.0,1.0,1.0,1.0,42.0,98,21.0,4.0,0.0,0.0,0.0
2008-11-30,120,15,44.0,124,164,108,47,56.0,27.0,3.0,24.0,72.0,305,18.0,39.0,48.0,0.0,10.0,5.0,10.0,12.0,9.0,2.0,1.0,2.0,0.0,0.0,0.0,34.0,105,17.0,0.0,0.0,0.0,0.0
2008-12-31,149,15,33.0,145,159,134,78,50.0,29.0,1.0,14.0,71.0,253,10.0,55.0,52.0,1.0,13.0,2.0,5.0,5.0,19.0,2.0,1.0,8.0,0.0,2.0,0.0,39.0,120,18.0,2.0,0.0,0.0,0.0
2009-01-31,134,15,50.0,107,163,105,78,41.0,20.0,7.0,11.0,67.0,301,13.0,37.0,66.0,0.0,7.0,1.0,5.0,7.0,10.0,4.0,0.0,4.0,0.0,1.0,0.0,30.0,106,28.0,0.0,0.0,0.0,0.0
2009-02-28,121,15,36.0,101,158,105,98,45.0,10.0,6.0,11.0,59.0,466,9.0,38.0,68.0,0.0,12.0,4.0,2.0,15.0,6.0,0.0,1.0,8.0,1.0,2.0,0.0,36.0,76,20.0,2.0,1.0,0.0,0.0
2009-03-31,146,15,29.0,119,212,118,50,72.0,14.0,2.0,29.0,50.0,511,11.0,43.0,54.0,0.0,13.0,3.0,3.0,13.0,5.0,1.0,1.0,7.0,2.0,0.0,0.0,44.0,74,13.0,1.0,0.0,0.0,0.0
2009-04-30,156,15,27.0,107,214,105,65,52.0,15.0,5.0,26.0,58.0,433,11.0,39.0,42.0,0.0,16.0,3.0,7.0,27.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,33.0,89,14.0,1.0,0.0,0.0,0.0
2009-05-31,148,15,34.0,137,213,121,62,64.0,14.0,4.0,37.0,60.0,303,10.0,40.0,58.0,0.0,16.0,5.0,5.0,24.0,6.0,4.0,1.0,0.0,0.0,2.0,0.0,41.0,79,14.0,1.0,0.0,0.0,0.0
2009-06-30,133,15,27.0,145,216,122,49,72.0,17.0,3.0,25.0,62.0,415,15.0,38.0,50.0,0.0,11.0,1.0,5.0,14.0,5.0,0.0,3.0,8.0,0.0,0.0,0.0,29.0,74,22.0,0.0,0.0,0.0,0.0
2009-07-31,179,15,22.0,170,200,114,69,62.0,16.0,2.0,13.0,97.0,366,12.0,47.0,45.0,0.0,12.0,4.0,5.0,21.0,10.0,1.0,0.0,2.0,0.0,0.0,1.0,35.0,90,18.0,2.0,1.0,0.0,0.0
2009-08-31,171,15,41.0,129,192,118,61,58.0,18.0,1.0,12.0,87.0,342,8.0,46.0,51.0,1.0,9.0,2.0,8.0,42.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,17.0,68,21.0,0.0,0.0,0.0,0.0
2009-09-30,160,15,25.0,150,210,116,67,47.0,13.0,4.0,23.0,65.0,289,9.0,51.0,56.0,0.0,9.0,2.0,8.0,29.0,10.0,1.0,0.0,1.0,1.0,1.0,0.0,28.0,72,16.0,0.0,0.0,0.0,0.0
2009-10-31,177,15,35.0,136,192,99,55,43.0,19.0,3.0,20.0,71.0,260,14.0,36.0,41.0,0.0,8.0,3.0,9.0,28.0,11.0,5.0,0.0,7.0,0.0,1.0,1.0,32.0,83,33.0,1.0,0.0,0.0,0.0
2009-11-30,172,15,29.0,124,198,126,64,62.0,12.0,1.0,25.0,66.0,252,15.0,42.0,33.0,1.0,9.0,5.0,6.0,12.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,36.0,75,25.0,1.0,0.0,0.0,0.0
2009-12-31,151,15,38.0,129,186,146,51,39.0,19.0,5.0,12.0,79.0,325,10.0,33.0,42.0,0.0,11.0,5.0,7.0,7.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,61,20.0,2.0,1.0,0.0,0.0
2010-01-31,129,15,27.0,137,185,104,56,44.0,22.0,4.0,22.0,58.0,295,13.0,45.0,47.0,3.0,12.0,3.0,4.0,10.0,10.0,1.0,3.0,4.0,0.0,0.0,1.0,33.0,27,53.0,0.0,0.0,0.0,0.0
2010-02-28,114,15,28.0,82,145,62,49,27.0,15.0,2.0,20.0,26.0,262,10.0,26.0,46.0,0.0,6.0,1.0,6.0,8.0,4.0,1.0,1.0,4.0,0.0,1.0,0.0,19.0,26,35.0,1.0,0.0,0.0,0.0
2010-03-31,183,15,15.0,159,222,128,52,70.0,9.0,5.0,25.0,58.0,386,17.0,31.0,65.0,0.0,18.0,3.0,12.0,15.0,10.0,1.0,0.0,13.0,0.0,0.0,0.0,33.0,41,41.0,0.0,0.0,0.0,0.0
2010-04-30,131,15,25.0,139,246,125,53,76.0,10.0,5.0,28.0,70.0,281,13.0,42.0,57.0,0.0,17.0,4.0,5.0,18.0,8.0,5.0,1.0,19.0,0.0,0.0,0.0,27.0,31,51.0,1.0,1.0,0.0,0.0
2010-05-31,170,15,31.0,158,229,118,66,59.0,16.0,5.0,28.0,54.0,365,19.0,38.0,62.0,0.0,20.0,4.0,12.0,15.0,7.0,3.0,1.0,11.0,0.0,1.0,0.0,38.0,47,51.0,2.0,1.0,0.0,0.0
2010-06-30,163,15,30.0,167,205,125,64,47.0,15.0,3.0,15.0,75.0,316,20.0,47.0,41.0,0.0,12.0,6.0,4.0,19.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,22.0,47,49.0,0.0,1.0,0.0,0.0
2010-07-31,188,15,27.0,144,187,90,40,65.0,22.0,3.0,10.0,74.0,268,21.0,45.0,55.0,0.0,12.0,5.0,7.0,19.0,11.0,2.0,3.0,5.0,0.0,1.0,0.0,16.0,45,59.0,1.0,0.0,0.0,0.0
2010-08-31,191,15,35.0,169,188,147,50,48.0,32.0,3.0,16.0,88.0,443,20.0,36.0,58.0,0.0,13.0,5.0,8.0,13.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,23.0,32,67.0,2.0,0.0,0.0,0.0
2010-09-30,167,15,27.0,147,180,168,53,71.0,15.0,2.0,21.0,82.0,299,21.0,32.0,36.0,0.0,14.0,6.0,9.0,9.0,13.0,1.0,0.0,4.0,0.0,2.0,0.0,28.0,40,67.0,4.0,1.0,0.0,0.0
2010-10-31,165,15,31.0,150,165,134,50,45.0,14.0,6.0,26.0,67.0,281,24.0,45.0,53.0,0.0,8.0,4.0,12.0,13.0,12.0,2.0,1.0,9.0,0.0,1.0,0.0,25.0,44,67.0,1.0,0.0,0.0,0.0
2010-11-30,139,15,37.0,114,180,104,36,56.0,18.0,3.0,12.0,70.0,208,24.0,41.0,41.0,0.0,14.0,4.0,10.0,4.0,11.0,0.0,0.0,6.0,0.0,1.0,0.0,30.0,46,76.0,0.0,0.0,0.0,0.0
2010-12-31,112,15,26.0,134,148,123,58,55.0,17.0,2.0,20.0,77.0,166,17.0,39.0,39.0,0.0,19.0,3.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,41,84.0,0.0,0.0,0.0,0.0
2011-01-31,104,15,17.0,119,166,114,61,38.0,16.0,5.0,25.0,61.0,155,6.0,30.0,37.0,0.0,11.0,4.0,8.0,3.0,8.0,1.0,2.0,3.0,0.0,0.0,0.0,25.0,41,73.0,3.0,0.0,0.0,0.0
2011-02-28,129,15,13.0,109,157,112,57,54.0,15.0,2.0,11.0,62.0,146,15.0,26.0,63.0,0.0,5.0,2.0,2.0,7.0,7.0,0.0,1.0,7.0,0.0,0.0,0.0,36.0,47,45.0,4.0,0.0,0.0,0.0
2011-03-31,139,15,20.0,120,242,137,68,74.0,20.0,5.0,17.0,83.0,212,12.0,33.0,63.0,0.0,18.0,4.0,4.0,8.0,13.0,3.0,0.0,7.0,1.0,1.0,0.0,30.0,51,69.0,0.0,0.0,0.0,0.0
