ds,values,district,type,model,DISTRICT_
2006-09-30,1350.0,dist_24,Time Series,prophet,24
2006-10-31,1460.0,dist_24,Time Series,prophet,24
2006-11-30,1272.0,dist_24,Time Series,prophet,24
2006-12-31,1386.0,dist_24,Time Series,prophet,24
2007-01-31,1313.0,dist_24,Time Series,prophet,24
2007-02-28,1055.0,dist_24,Time Series,prophet,24
2007-03-31,1191.0,dist_24,Time Series,prophet,24
2007-04-30,1245.0,dist_24,Time Series,prophet,24
2007-05-31,1366.0,dist_24,Time Series,prophet,24
2007-06-30,1377.0,dist_24,Time Series,prophet,24
2007-07-31,1427.0,dist_24,Time Series,prophet,24
2007-08-31,1373.0,dist_24,Time Series,prophet,24
2007-09-30,1215.0,dist_24,Time Series,prophet,24
2007-10-31,1261.0,dist_24,Time Series,prophet,24
2007-11-30,1246.0,dist_24,Time Series,prophet,24
2007-12-31,1301.0,dist_24,Time Series,prophet,24
2008-01-31,1282.0,dist_24,Time Series,prophet,24
2008-02-29,1141.0,dist_24,Time Series,prophet,24
2008-03-31,1202.0,dist_24,Time Series,prophet,24
2008-04-30,1315.0,dist_24,Time Series,prophet,24
2008-05-31,1135.0,dist_24,Time Series,prophet,24
2008-06-30,1317.0,dist_24,Time Series,prophet,24
2008-07-31,1381.0,dist_24,Time Series,prophet,24
2008-08-31,1529.0,dist_24,Time Series,prophet,24
2008-09-30,1255.0,dist_24,Time Series,prophet,24
2008-10-31,1074.0,dist_24,Time Series,prophet,24
2008-11-30,1025.0,dist_24,Time Series,prophet,24
2008-12-31,1122.0,dist_24,Time Series,prophet,24
2009-01-31,1079.0,dist_24,Time Series,prophet,24
2009-02-28,956.0,dist_24,Time Series,prophet,24
2009-03-31,1217.0,dist_24,Time Series,prophet,24
2009-04-30,1380.0,dist_24,Time Series,prophet,24
2009-05-31,1261.0,dist_24,Time Series,prophet,24
2009-06-30,1405.0,dist_24,Time Series,prophet,24
2009-07-31,1407.0,dist_24,Time Series,prophet,24
2009-08-31,1402.0,dist_24,Time Series,prophet,24
2009-09-30,1176.0,dist_24,Time Series,prophet,24
2009-10-31,1132.0,dist_24,Time Series,prophet,24
2009-11-30,1113.0,dist_24,Time Series,prophet,24
2009-12-31,1042.0,dist_24,Time Series,prophet,24
2010-01-31,1056.0,dist_24,Time Series,prophet,24
2010-02-28,911.0,dist_24,Time Series,prophet,24
2010-03-31,1237.0,dist_24,Time Series,prophet,24
2010-04-30,1270.0,dist_24,Time Series,prophet,24
2010-05-31,1354.0,dist_24,Time Series,prophet,24
2010-06-30,1184.0,dist_24,Time Series,prophet,24
2010-07-31,1252.0,dist_24,Time Series,prophet,24
2010-08-31,1369.0,dist_24,Time Series,prophet,24
2010-09-30,1063.0,dist_24,Time Series,prophet,24
2010-10-31,1034.0,dist_24,Time Series,prophet,24
2010-11-30,1092.0,dist_24,Time Series,prophet,24
2010-12-31,1042.0,dist_24,Time Series,prophet,24
2011-01-31,1047.0,dist_24,Time Series,prophet,24
2011-02-28,928.0,dist_24,Time Series,prophet,24
2011-03-31,1284.0,dist_24,Time Series,prophet,24
2011-04-30,1243.0,dist_24,Time Series,prophet,24
2011-05-31,1198.0,dist_24,Time Series,prophet,24
2011-06-30,1214.0,dist_24,Time Series,prophet,24
2011-07-31,1105.0,dist_24,Time Series,prophet,24
2011-08-31,1132.0,dist_24,Time Series,prophet,24
2011-09-30,1099.0,dist_24,Time Series,prophet,24
2011-10-31,1017.0,dist_24,Time Series,prophet,24
2011-11-30,980.0,dist_24,Time Series,prophet,24
2011-12-31,976.0,dist_24,Time Series,prophet,24
2012-01-31,993.0,dist_24,Time Series,prophet,24
2012-02-29,1248.0,dist_24,Time Series,prophet,24
2012-03-31,1430.0,dist_24,Time Series,prophet,24
2012-04-30,1398.0,dist_24,Time Series,prophet,24
2012-05-31,1539.0,dist_24,Time Series,prophet,24
2012-06-30,1442.0,dist_24,Time Series,prophet,24
2012-07-31,1665.0,dist_24,Time Series,prophet,24
2012-08-31,1501.0,dist_24,Time Series,prophet,24
2012-09-30,1237.0,dist_24,Time Series,prophet,24
2012-10-31,1289.0,dist_24,Time Series,prophet,24
2012-11-30,1125.0,dist_24,Time Series,prophet,24
2012-12-31,1137.0,dist_24,Time Series,prophet,24
2013-01-31,1190.0,dist_24,Time Series,prophet,24
2013-02-28,1006.0,dist_24,Time Series,prophet,24
2013-03-31,1263.0,dist_24,Time Series,prophet,24
2013-04-30,1247.0,dist_24,Time Series,prophet,24
2013-05-31,1414.0,dist_24,Time Series,prophet,24
2013-06-30,1327.0,dist_24,Time Series,prophet,24
2013-07-31,1261.0,dist_24,Time Series,prophet,24
2013-08-31,1353.0,dist_24,Time Series,prophet,24
2013-09-30,1153.0,dist_24,Time Series,prophet,24
2013-10-31,1269.0,dist_24,Time Series,prophet,24
2013-11-30,946.0,dist_24,Time Series,prophet,24
2013-12-31,923.0,dist_24,Time Series,prophet,24
2014-01-31,971.0,dist_24,Time Series,prophet,24
2014-02-28,803.0,dist_24,Time Series,prophet,24
2014-03-31,1158.0,dist_24,Time Series,prophet,24
2014-04-30,1317.0,dist_24,Time Series,prophet,24
2014-05-31,1357.0,dist_24,Time Series,prophet,24
2014-06-30,1273.0,dist_24,Time Series,prophet,24
2014-07-31,1418.0,dist_24,Time Series,prophet,24
2014-08-31,1150.0,dist_24,Time Series,prophet,24
2014-09-30,1303.0,dist_24,Time Series,prophet,24
2014-10-31,1302.0,dist_24,Time Series,prophet,24
2014-11-30,1180.0,dist_24,Time Series,prophet,24
2014-12-31,1060.0,dist_24,Time Series,prophet,24
2015-01-31,1059.0,dist_24,Time Series,prophet,24
2015-02-28,858.0,dist_24,Time Series,prophet,24
2015-03-31,1039.0,dist_24,Time Series,prophet,24
2015-04-30,1208.0,dist_24,Time Series,prophet,24
2015-05-31,1356.0,dist_24,Time Series,prophet,24
2015-06-30,1297.0,dist_24,Time Series,prophet,24
2015-07-31,1384.0,dist_24,Time Series,prophet,24
2015-08-31,1346.0,dist_24,Time Series,prophet,24
2015-09-30,1080.0,dist_24,Time Series,prophet,24
2015-10-31,1197.0,dist_24,Time Series,prophet,24
2015-11-30,1103.0,dist_24,Time Series,prophet,24
2015-12-31,964.0,dist_24,Time Series,prophet,24
2016-01-31,949.0,dist_24,Time Series,prophet,24
2016-02-29,962.0,dist_24,Time Series,prophet,24
2016-03-31,1014.0,dist_24,Time Series,prophet,24
2016-04-30,1154.0,dist_24,Time Series,prophet,24
2016-05-31,1125.0,dist_24,Time Series,prophet,24
2016-06-30,1103.0,dist_24,Time Series,prophet,24
2016-07-31,1064.0,dist_24,Time Series,prophet,24
2016-08-31,1220.0,dist_24,Time Series,prophet,24
2016-09-30,1193.0,dist_24,Time Series,prophet,24
2016-10-31,1259.0,dist_24,Time Series,prophet,24
2016-11-30,1096.0,dist_24,Time Series,prophet,24
2016-12-31,1012.0,dist_24,Time Series,prophet,24
2017-01-31,1043.0,dist_24,Time Series,prophet,24
2017-02-28,995.0,dist_24,Time Series,prophet,24
2017-03-31,905.0,dist_24,Time Series,prophet,24
2017-04-30,1070.0,dist_24,Time Series,prophet,24
2017-05-31,1175.0,dist_24,Time Series,prophet,24
2017-06-30,1262.0,dist_24,Time Series,prophet,24
2017-07-31,1152.0,dist_24,Time Series,prophet,24
2017-08-31,1110.0,dist_24,Time Series,prophet,24
2017-09-30,1106.0,dist_24,Time Series,prophet,24
2017-10-31,1251.0,dist_24,Time Series,prophet,24
2017-11-30,997.0,dist_24,Time Series,prophet,24
2017-12-31,950.0,dist_24,Time Series,prophet,24
2018-01-31,998.0,dist_24,Time Series,prophet,24
2018-02-28,902.0,dist_24,Time Series,prophet,24
2018-03-31,941.0,dist_24,Time Series,prophet,24
2018-04-30,1038.0,dist_24,Time Series,prophet,24
2018-05-31,1139.0,dist_24,Time Series,prophet,24
2018-06-30,1113.0,dist_24,Time Series,prophet,24
2018-07-31,1148.0,dist_24,Time Series,prophet,24
2018-08-31,1192.0,dist_24,Time Series,prophet,24
2018-09-30,1157.0,dist_24,Time Series,prophet,24
2018-10-31,1227.0,dist_24,Time Series,prophet,24
2018-11-30,1030.0,dist_24,Time Series,prophet,24
2018-12-31,915.0,dist_24,Time Series,prophet,24
2019-01-31,983.0,dist_24,Time Series,prophet,24
2019-02-28,897.0,dist_24,Time Series,prophet,24
2019-03-31,1018.0,dist_24,Time Series,prophet,24
2019-04-30,1094.0,dist_24,Time Series,prophet,24
2006-01-31,1126.0,dist_12,Time Series,prophet,12
2006-02-28,863.0,dist_12,Time Series,prophet,12
2006-03-31,1076.0,dist_12,Time Series,prophet,12
2006-04-30,1126.0,dist_12,Time Series,prophet,12
2006-05-31,1164.0,dist_12,Time Series,prophet,12
2006-06-30,1119.0,dist_12,Time Series,prophet,12
2006-07-31,1262.0,dist_12,Time Series,prophet,12
2006-08-31,1189.0,dist_12,Time Series,prophet,12
2006-09-30,1135.0,dist_12,Time Series,prophet,12
2006-10-31,1390.0,dist_12,Time Series,prophet,12
2006-11-30,1181.0,dist_12,Time Series,prophet,12
2006-12-31,1206.0,dist_12,Time Series,prophet,12
2007-01-31,1178.0,dist_12,Time Series,prophet,12
2007-02-28,897.0,dist_12,Time Series,prophet,12
2007-03-31,1157.0,dist_12,Time Series,prophet,12
2007-04-30,1163.0,dist_12,Time Series,prophet,12
2007-05-31,1232.0,dist_12,Time Series,prophet,12
2007-06-30,1145.0,dist_12,Time Series,prophet,12
2007-07-31,1185.0,dist_12,Time Series,prophet,12
2007-08-31,1157.0,dist_12,Time Series,prophet,12
2007-09-30,1050.0,dist_12,Time Series,prophet,12
2007-10-31,1173.0,dist_12,Time Series,prophet,12
2007-11-30,990.0,dist_12,Time Series,prophet,12
2007-12-31,1065.0,dist_12,Time Series,prophet,12
2008-01-31,1071.0,dist_12,Time Series,prophet,12
2008-02-29,948.0,dist_12,Time Series,prophet,12
2008-03-31,1097.0,dist_12,Time Series,prophet,12
2008-04-30,1121.0,dist_12,Time Series,prophet,12
2008-05-31,1229.0,dist_12,Time Series,prophet,12
2008-06-30,1196.0,dist_12,Time Series,prophet,12
2008-07-31,1213.0,dist_12,Time Series,prophet,12
2008-08-31,1213.0,dist_12,Time Series,prophet,12
2008-09-30,1100.0,dist_12,Time Series,prophet,12
2008-10-31,1030.0,dist_12,Time Series,prophet,12
2008-11-30,852.0,dist_12,Time Series,prophet,12
2008-12-31,903.0,dist_12,Time Series,prophet,12
2009-01-31,863.0,dist_12,Time Series,prophet,12
2009-02-28,852.0,dist_12,Time Series,prophet,12
2009-03-31,995.0,dist_12,Time Series,prophet,12
2009-04-30,943.0,dist_12,Time Series,prophet,12
2009-05-31,1021.0,dist_12,Time Series,prophet,12
2009-06-30,1101.0,dist_12,Time Series,prophet,12
2009-07-31,1235.0,dist_12,Time Series,prophet,12
2009-08-31,1132.0,dist_12,Time Series,prophet,12
2009-09-30,962.0,dist_12,Time Series,prophet,12
2009-10-31,899.0,dist_12,Time Series,prophet,12
2009-11-30,926.0,dist_12,Time Series,prophet,12
2009-12-31,800.0,dist_12,Time Series,prophet,12
2010-01-31,913.0,dist_12,Time Series,prophet,12
2010-02-28,653.0,dist_12,Time Series,prophet,12
2010-03-31,967.0,dist_12,Time Series,prophet,12
2010-04-30,1092.0,dist_12,Time Series,prophet,12
2010-05-31,1168.0,dist_12,Time Series,prophet,12
2010-06-30,1093.0,dist_12,Time Series,prophet,12
2010-07-31,1177.0,dist_12,Time Series,prophet,12
2010-08-31,1025.0,dist_12,Time Series,prophet,12
2010-09-30,932.0,dist_12,Time Series,prophet,12
2010-10-31,1010.0,dist_12,Time Series,prophet,12
2010-11-30,1040.0,dist_12,Time Series,prophet,12
2010-12-31,795.0,dist_12,Time Series,prophet,12
2011-01-31,807.0,dist_12,Time Series,prophet,12
2011-02-28,813.0,dist_12,Time Series,prophet,12
2011-03-31,1093.0,dist_12,Time Series,prophet,12
2011-04-30,1045.0,dist_12,Time Series,prophet,12
2011-05-31,1078.0,dist_12,Time Series,prophet,12
2011-06-30,1254.0,dist_12,Time Series,prophet,12
2011-07-31,1178.0,dist_12,Time Series,prophet,12
2011-08-31,1267.0,dist_12,Time Series,prophet,12
2011-09-30,1013.0,dist_12,Time Series,prophet,12
2011-10-31,990.0,dist_12,Time Series,prophet,12
2011-11-30,937.0,dist_12,Time Series,prophet,12
2011-12-31,896.0,dist_12,Time Series,prophet,12
2012-01-31,949.0,dist_12,Time Series,prophet,12
2012-02-29,960.0,dist_12,Time Series,prophet,12
2012-03-31,967.0,dist_12,Time Series,prophet,12
2012-04-30,1036.0,dist_12,Time Series,prophet,12
2012-05-31,1091.0,dist_12,Time Series,prophet,12
2012-06-30,1155.0,dist_12,Time Series,prophet,12
2012-07-31,1057.0,dist_12,Time Series,prophet,12
2012-08-31,1055.0,dist_12,Time Series,prophet,12
2012-09-30,980.0,dist_12,Time Series,prophet,12
2012-10-31,1029.0,dist_12,Time Series,prophet,12
2012-11-30,835.0,dist_12,Time Series,prophet,12
2012-12-31,782.0,dist_12,Time Series,prophet,12
2013-01-31,817.0,dist_12,Time Series,prophet,12
2013-02-28,793.0,dist_12,Time Series,prophet,12
2013-03-31,985.0,dist_12,Time Series,prophet,12
2013-04-30,873.0,dist_12,Time Series,prophet,12
2013-05-31,1137.0,dist_12,Time Series,prophet,12
2013-06-30,1121.0,dist_12,Time Series,prophet,12
2013-07-31,1082.0,dist_12,Time Series,prophet,12
2013-08-31,1069.0,dist_12,Time Series,prophet,12
2013-09-30,1054.0,dist_12,Time Series,prophet,12
2013-10-31,1027.0,dist_12,Time Series,prophet,12
2013-11-30,911.0,dist_12,Time Series,prophet,12
2013-12-31,830.0,dist_12,Time Series,prophet,12
2014-01-31,810.0,dist_12,Time Series,prophet,12
2014-02-28,704.0,dist_12,Time Series,prophet,12
2014-03-31,801.0,dist_12,Time Series,prophet,12
2014-04-30,1020.0,dist_12,Time Series,prophet,12
2014-05-31,1358.0,dist_12,Time Series,prophet,12
2014-06-30,1112.0,dist_12,Time Series,prophet,12
2014-07-31,1198.0,dist_12,Time Series,prophet,12
2014-08-31,1075.0,dist_12,Time Series,prophet,12
2014-09-30,1116.0,dist_12,Time Series,prophet,12
2014-10-31,1074.0,dist_12,Time Series,prophet,12
2014-11-30,748.0,dist_12,Time Series,prophet,12
2014-12-31,768.0,dist_12,Time Series,prophet,12
2015-01-31,711.0,dist_12,Time Series,prophet,12
2015-02-28,658.0,dist_12,Time Series,prophet,12
2015-03-31,759.0,dist_12,Time Series,prophet,12
2015-04-30,869.0,dist_12,Time Series,prophet,12
2015-05-31,950.0,dist_12,Time Series,prophet,12
2015-06-30,907.0,dist_12,Time Series,prophet,12
2015-07-31,992.0,dist_12,Time Series,prophet,12
2015-08-31,1059.0,dist_12,Time Series,prophet,12
2015-09-30,886.0,dist_12,Time Series,prophet,12
2015-10-31,879.0,dist_12,Time Series,prophet,12
2015-11-30,760.0,dist_12,Time Series,prophet,12
2015-12-31,726.0,dist_12,Time Series,prophet,12
2016-01-31,698.0,dist_12,Time Series,prophet,12
2016-02-29,686.0,dist_12,Time Series,prophet,12
2016-03-31,693.0,dist_12,Time Series,prophet,12
2016-04-30,761.0,dist_12,Time Series,prophet,12
2016-05-31,749.0,dist_12,Time Series,prophet,12
2016-06-30,745.0,dist_12,Time Series,prophet,12
2016-07-31,754.0,dist_12,Time Series,prophet,12
2016-08-31,806.0,dist_12,Time Series,prophet,12
2016-09-30,701.0,dist_12,Time Series,prophet,12
2016-10-31,847.0,dist_12,Time Series,prophet,12
2016-11-30,737.0,dist_12,Time Series,prophet,12
2016-12-31,589.0,dist_12,Time Series,prophet,12
2017-01-31,692.0,dist_12,Time Series,prophet,12
2017-02-28,571.0,dist_12,Time Series,prophet,12
2017-03-31,630.0,dist_12,Time Series,prophet,12
2017-04-30,744.0,dist_12,Time Series,prophet,12
2017-05-31,775.0,dist_12,Time Series,prophet,12
2017-06-30,740.0,dist_12,Time Series,prophet,12
2017-07-31,882.0,dist_12,Time Series,prophet,12
2017-08-31,838.0,dist_12,Time Series,prophet,12
2017-09-30,847.0,dist_12,Time Series,prophet,12
2017-10-31,745.0,dist_12,Time Series,prophet,12
2017-11-30,695.0,dist_12,Time Series,prophet,12
2017-12-31,661.0,dist_12,Time Series,prophet,12
2018-01-31,653.0,dist_12,Time Series,prophet,12
2018-02-28,690.0,dist_12,Time Series,prophet,12
2018-03-31,746.0,dist_12,Time Series,prophet,12
2018-04-30,757.0,dist_12,Time Series,prophet,12
2018-05-31,712.0,dist_12,Time Series,prophet,12
2018-06-30,795.0,dist_12,Time Series,prophet,12
2018-07-31,791.0,dist_12,Time Series,prophet,12
2018-08-31,849.0,dist_12,Time Series,prophet,12
2018-09-30,646.0,dist_12,Time Series,prophet,12
2018-10-31,685.0,dist_12,Time Series,prophet,12
2018-11-30,607.0,dist_12,Time Series,prophet,12
2018-12-31,692.0,dist_12,Time Series,prophet,12
2019-01-31,707.0,dist_12,Time Series,prophet,12
2019-02-28,599.0,dist_12,Time Series,prophet,12
2019-03-31,649.0,dist_12,Time Series,prophet,12
2019-04-30,657.0,dist_12,Time Series,prophet,12
2006-01-31,1066.0,dist_19,Time Series,prophet,19
2006-02-28,894.0,dist_19,Time Series,prophet,19
2006-03-31,954.0,dist_19,Time Series,prophet,19
2006-04-30,941.0,dist_19,Time Series,prophet,19
2006-05-31,1038.0,dist_19,Time Series,prophet,19
2006-06-30,1040.0,dist_19,Time Series,prophet,19
2006-07-31,1057.0,dist_19,Time Series,prophet,19
2006-08-31,1040.0,dist_19,Time Series,prophet,19
2006-09-30,927.0,dist_19,Time Series,prophet,19
2006-10-31,1028.0,dist_19,Time Series,prophet,19
2006-11-30,896.0,dist_19,Time Series,prophet,19
2006-12-31,868.0,dist_19,Time Series,prophet,19
2007-01-31,911.0,dist_19,Time Series,prophet,19
2007-02-28,786.0,dist_19,Time Series,prophet,19
2007-03-31,1061.0,dist_19,Time Series,prophet,19
2007-04-30,904.0,dist_19,Time Series,prophet,19
2007-05-31,962.0,dist_19,Time Series,prophet,19
2007-06-30,950.0,dist_19,Time Series,prophet,19
2007-07-31,1052.0,dist_19,Time Series,prophet,19
2007-08-31,1136.0,dist_19,Time Series,prophet,19
2007-09-30,1154.0,dist_19,Time Series,prophet,19
2007-10-31,1017.0,dist_19,Time Series,prophet,19
2007-11-30,805.0,dist_19,Time Series,prophet,19
2007-12-31,861.0,dist_19,Time Series,prophet,19
2008-01-31,946.0,dist_19,Time Series,prophet,19
2008-02-29,855.0,dist_19,Time Series,prophet,19
2008-03-31,939.0,dist_19,Time Series,prophet,19
2008-04-30,989.0,dist_19,Time Series,prophet,19
2008-05-31,906.0,dist_19,Time Series,prophet,19
2008-06-30,1107.0,dist_19,Time Series,prophet,19
2008-07-31,1198.0,dist_19,Time Series,prophet,19
2008-08-31,1105.0,dist_19,Time Series,prophet,19
2008-09-30,896.0,dist_19,Time Series,prophet,19
2008-10-31,965.0,dist_19,Time Series,prophet,19
2008-11-30,839.0,dist_19,Time Series,prophet,19
2008-12-31,956.0,dist_19,Time Series,prophet,19
2009-01-31,868.0,dist_19,Time Series,prophet,19
2009-02-28,807.0,dist_19,Time Series,prophet,19
2009-03-31,899.0,dist_19,Time Series,prophet,19
2009-04-30,979.0,dist_19,Time Series,prophet,19
2009-05-31,1037.0,dist_19,Time Series,prophet,19
2009-06-30,1017.0,dist_19,Time Series,prophet,19
2009-07-31,1069.0,dist_19,Time Series,prophet,19
2009-08-31,1078.0,dist_19,Time Series,prophet,19
2009-09-30,889.0,dist_19,Time Series,prophet,19
2009-10-31,948.0,dist_19,Time Series,prophet,19
2009-11-30,932.0,dist_19,Time Series,prophet,19
2009-12-31,752.0,dist_19,Time Series,prophet,19
2010-01-31,858.0,dist_19,Time Series,prophet,19
2010-02-28,769.0,dist_19,Time Series,prophet,19
2010-03-31,926.0,dist_19,Time Series,prophet,19
2010-04-30,1039.0,dist_19,Time Series,prophet,19
2010-05-31,1097.0,dist_19,Time Series,prophet,19
2010-06-30,1079.0,dist_19,Time Series,prophet,19
2010-07-31,1206.0,dist_19,Time Series,prophet,19
2010-08-31,1232.0,dist_19,Time Series,prophet,19
2010-09-30,1004.0,dist_19,Time Series,prophet,19
2010-10-31,938.0,dist_19,Time Series,prophet,19
2010-11-30,922.0,dist_19,Time Series,prophet,19
2010-12-31,754.0,dist_19,Time Series,prophet,19
2011-01-31,736.0,dist_19,Time Series,prophet,19
2011-02-28,845.0,dist_19,Time Series,prophet,19
2011-03-31,1000.0,dist_19,Time Series,prophet,19
2011-04-30,1106.0,dist_19,Time Series,prophet,19
2011-05-31,956.0,dist_19,Time Series,prophet,19
2011-06-30,985.0,dist_19,Time Series,prophet,19
2011-07-31,1116.0,dist_19,Time Series,prophet,19
2011-08-31,1106.0,dist_19,Time Series,prophet,19
2011-09-30,908.0,dist_19,Time Series,prophet,19
2011-10-31,902.0,dist_19,Time Series,prophet,19
2011-11-30,935.0,dist_19,Time Series,prophet,19
2011-12-31,929.0,dist_19,Time Series,prophet,19
2012-01-31,918.0,dist_19,Time Series,prophet,19
2012-02-29,875.0,dist_19,Time Series,prophet,19
2012-03-31,910.0,dist_19,Time Series,prophet,19
2012-04-30,870.0,dist_19,Time Series,prophet,19
2012-05-31,945.0,dist_19,Time Series,prophet,19
2012-06-30,1025.0,dist_19,Time Series,prophet,19
2012-07-31,1140.0,dist_19,Time Series,prophet,19
2012-08-31,1310.0,dist_19,Time Series,prophet,19
2012-09-30,1166.0,dist_19,Time Series,prophet,19
2012-10-31,1255.0,dist_19,Time Series,prophet,19
2012-11-30,1034.0,dist_19,Time Series,prophet,19
2012-12-31,1050.0,dist_19,Time Series,prophet,19
2013-01-31,889.0,dist_19,Time Series,prophet,19
2013-02-28,792.0,dist_19,Time Series,prophet,19
2013-03-31,1073.0,dist_19,Time Series,prophet,19
2013-04-30,1100.0,dist_19,Time Series,prophet,19
2013-05-31,1279.0,dist_19,Time Series,prophet,19
2013-06-30,1293.0,dist_19,Time Series,prophet,19
2013-07-31,1191.0,dist_19,Time Series,prophet,19
2013-08-31,1290.0,dist_19,Time Series,prophet,19
2013-09-30,1293.0,dist_19,Time Series,prophet,19
2013-10-31,1203.0,dist_19,Time Series,prophet,19
2013-11-30,1137.0,dist_19,Time Series,prophet,19
2013-12-31,1054.0,dist_19,Time Series,prophet,19
2014-01-31,992.0,dist_19,Time Series,prophet,19
2014-02-28,929.0,dist_19,Time Series,prophet,19
2014-03-31,1217.0,dist_19,Time Series,prophet,19
2014-04-30,1237.0,dist_19,Time Series,prophet,19
2014-05-31,1409.0,dist_19,Time Series,prophet,19
2014-06-30,1320.0,dist_19,Time Series,prophet,19
2014-07-31,1471.0,dist_19,Time Series,prophet,19
2014-08-31,1487.0,dist_19,Time Series,prophet,19
2014-09-30,1268.0,dist_19,Time Series,prophet,19
2014-10-31,1358.0,dist_19,Time Series,prophet,19
2014-11-30,1083.0,dist_19,Time Series,prophet,19
2014-12-31,935.0,dist_19,Time Series,prophet,19
