ds,values,district,type,model,DISTRICT_
2009-09-30,207.0,dist_5,Time Series,prophet,5
2009-10-31,246.0,dist_5,Time Series,prophet,5
2009-11-30,235.0,dist_5,Time Series,prophet,5
2009-12-31,196.0,dist_5,Time Series,prophet,5
2010-01-31,238.0,dist_5,Time Series,prophet,5
2010-02-28,175.0,dist_5,Time Series,prophet,5
2010-03-31,207.0,dist_5,Time Series,prophet,5
2010-04-30,225.0,dist_5,Time Series,prophet,5
2010-05-31,249.0,dist_5,Time Series,prophet,5
2010-06-30,218.0,dist_5,Time Series,prophet,5
2010-07-31,250.0,dist_5,Time Series,prophet,5
2010-08-31,257.0,dist_5,Time Series,prophet,5
2010-09-30,229.0,dist_5,Time Series,prophet,5
2010-10-31,250.0,dist_5,Time Series,prophet,5
2010-11-30,203.0,dist_5,Time Series,prophet,5
2010-12-31,186.0,dist_5,Time Series,prophet,5
2011-01-31,209.0,dist_5,Time Series,prophet,5
2011-02-28,175.0,dist_5,Time Series,prophet,5
2011-03-31,230.0,dist_5,Time Series,prophet,5
2011-04-30,256.0,dist_5,Time Series,prophet,5
2011-05-31,245.0,dist_5,Time Series,prophet,5
2011-06-30,274.0,dist_5,Time Series,prophet,5
2011-07-31,211.0,dist_5,Time Series,prophet,5
2011-08-31,224.0,dist_5,Time Series,prophet,5
2011-09-30,206.0,dist_5,Time Series,prophet,5
2011-10-31,208.0,dist_5,Time Series,prophet,5
2011-11-30,198.0,dist_5,Time Series,prophet,5
2011-12-31,199.0,dist_5,Time Series,prophet,5
2012-01-31,221.0,dist_5,Time Series,prophet,5
2012-02-29,213.0,dist_5,Time Series,prophet,5
2012-03-31,256.0,dist_5,Time Series,prophet,5
2012-04-30,217.0,dist_5,Time Series,prophet,5
2012-05-31,236.0,dist_5,Time Series,prophet,5
2012-06-30,286.0,dist_5,Time Series,prophet,5
2012-07-31,232.0,dist_5,Time Series,prophet,5
2012-08-31,245.0,dist_5,Time Series,prophet,5
2012-09-30,207.0,dist_5,Time Series,prophet,5
2012-10-31,230.0,dist_5,Time Series,prophet,5
2012-11-30,221.0,dist_5,Time Series,prophet,5
2012-12-31,216.0,dist_5,Time Series,prophet,5
2013-01-31,226.0,dist_5,Time Series,prophet,5
2013-02-28,149.0,dist_5,Time Series,prophet,5
2013-03-31,223.0,dist_5,Time Series,prophet,5
2013-04-30,199.0,dist_5,Time Series,prophet,5
2013-05-31,234.0,dist_5,Time Series,prophet,5
2013-06-30,170.0,dist_5,Time Series,prophet,5
2013-07-31,212.0,dist_5,Time Series,prophet,5
2013-08-31,267.0,dist_5,Time Series,prophet,5
2013-09-30,225.0,dist_5,Time Series,prophet,5
2013-10-31,226.0,dist_5,Time Series,prophet,5
2013-11-30,209.0,dist_5,Time Series,prophet,5
2013-12-31,210.0,dist_5,Time Series,prophet,5
2014-01-31,191.0,dist_5,Time Series,prophet,5
2014-02-28,163.0,dist_5,Time Series,prophet,5
2014-03-31,166.0,dist_5,Time Series,prophet,5
2014-04-30,156.0,dist_5,Time Series,prophet,5
2014-05-31,221.0,dist_5,Time Series,prophet,5
2014-06-30,201.0,dist_5,Time Series,prophet,5
2014-07-31,209.0,dist_5,Time Series,prophet,5
2014-08-31,203.0,dist_5,Time Series,prophet,5
2014-09-30,176.0,dist_5,Time Series,prophet,5
2014-10-31,215.0,dist_5,Time Series,prophet,5
2014-11-30,200.0,dist_5,Time Series,prophet,5
2014-12-31,199.0,dist_5,Time Series,prophet,5
2015-01-31,148.0,dist_5,Time Series,prophet,5
2015-02-28,150.0,dist_5,Time Series,prophet,5
2015-03-31,147.0,dist_5,Time Series,prophet,5
2015-04-30,173.0,dist_5,Time Series,prophet,5
2015-05-31,137.0,dist_5,Time Series,prophet,5
2015-06-30,167.0,dist_5,Time Series,prophet,5
2015-07-31,185.0,dist_5,Time Series,prophet,5
2015-08-31,191.0,dist_5,Time Series,prophet,5
2015-09-30,179.0,dist_5,Time Series,prophet,5
2015-10-31,154.0,dist_5,Time Series,prophet,5
2015-11-30,183.0,dist_5,Time Series,prophet,5
2015-12-31,184.0,dist_5,Time Series,prophet,5
2016-01-31,169.0,dist_5,Time Series,prophet,5
2016-02-29,173.0,dist_5,Time Series,prophet,5
2016-03-31,195.0,dist_5,Time Series,prophet,5
2016-04-30,195.0,dist_5,Time Series,prophet,5
2016-05-31,195.0,dist_5,Time Series,prophet,5
2016-06-30,207.0,dist_5,Time Series,prophet,5
2016-07-31,201.0,dist_5,Time Series,prophet,5
2016-08-31,266.0,dist_5,Time Series,prophet,5
2016-09-30,222.0,dist_5,Time Series,prophet,5
2016-10-31,215.0,dist_5,Time Series,prophet,5
2016-11-30,157.0,dist_5,Time Series,prophet,5
2016-12-31,197.0,dist_5,Time Series,prophet,5
2017-01-31,168.0,dist_5,Time Series,prophet,5
2017-02-28,165.0,dist_5,Time Series,prophet,5
2017-03-31,187.0,dist_5,Time Series,prophet,5
2017-04-30,197.0,dist_5,Time Series,prophet,5
2017-05-31,202.0,dist_5,Time Series,prophet,5
2017-06-30,209.0,dist_5,Time Series,prophet,5
2017-07-31,218.0,dist_5,Time Series,prophet,5
2017-08-31,213.0,dist_5,Time Series,prophet,5
2017-09-30,203.0,dist_5,Time Series,prophet,5
2017-10-31,218.0,dist_5,Time Series,prophet,5
2017-11-30,178.0,dist_5,Time Series,prophet,5
2017-12-31,187.0,dist_5,Time Series,prophet,5
2018-01-31,186.0,dist_5,Time Series,prophet,5
2018-02-28,181.0,dist_5,Time Series,prophet,5
2018-03-31,155.0,dist_5,Time Series,prophet,5
2018-04-30,211.0,dist_5,Time Series,prophet,5
2018-05-31,154.0,dist_5,Time Series,prophet,5
2018-06-30,174.0,dist_5,Time Series,prophet,5
2018-07-31,199.0,dist_5,Time Series,prophet,5
2018-08-31,195.0,dist_5,Time Series,prophet,5
2018-09-30,200.0,dist_5,Time Series,prophet,5
2018-10-31,210.0,dist_5,Time Series,prophet,5
2018-11-30,203.0,dist_5,Time Series,prophet,5
2018-12-31,222.0,dist_5,Time Series,prophet,5
2019-01-31,183.0,dist_5,Time Series,prophet,5
2019-02-28,148.0,dist_5,Time Series,prophet,5
2019-03-31,163.0,dist_5,Time Series,prophet,5
2019-04-30,182.0,dist_5,Time Series,prophet,5
2006-01-31,899.0,dist_6,Time Series,prophet,6
2006-02-28,723.0,dist_6,Time Series,prophet,6
2006-03-31,777.0,dist_6,Time Series,prophet,6
2006-04-30,759.0,dist_6,Time Series,prophet,6
2006-05-31,867.0,dist_6,Time Series,prophet,6
2006-06-30,875.0,dist_6,Time Series,prophet,6
2006-07-31,911.0,dist_6,Time Series,prophet,6
2006-08-31,977.0,dist_6,Time Series,prophet,6
2006-09-30,1009.0,dist_6,Time Series,prophet,6
2006-10-31,927.0,dist_6,Time Series,prophet,6
2006-11-30,795.0,dist_6,Time Series,prophet,6
2006-12-31,759.0,dist_6,Time Series,prophet,6
2007-01-31,764.0,dist_6,Time Series,prophet,6
2007-02-28,625.0,dist_6,Time Series,prophet,6
2007-03-31,935.0,dist_6,Time Series,prophet,6
2007-04-30,918.0,dist_6,Time Series,prophet,6
2007-05-31,977.0,dist_6,Time Series,prophet,6
2007-06-30,885.0,dist_6,Time Series,prophet,6
2007-07-31,902.0,dist_6,Time Series,prophet,6
2007-08-31,940.0,dist_6,Time Series,prophet,6
2007-09-30,891.0,dist_6,Time Series,prophet,6
2007-10-31,847.0,dist_6,Time Series,prophet,6
2007-11-30,767.0,dist_6,Time Series,prophet,6
2007-12-31,759.0,dist_6,Time Series,prophet,6
2008-01-31,826.0,dist_6,Time Series,prophet,6
2008-02-29,723.0,dist_6,Time Series,prophet,6
2008-03-31,775.0,dist_6,Time Series,prophet,6
2008-04-30,811.0,dist_6,Time Series,prophet,6
2008-05-31,857.0,dist_6,Time Series,prophet,6
2008-06-30,870.0,dist_6,Time Series,prophet,6
2008-07-31,870.0,dist_6,Time Series,prophet,6
2008-08-31,836.0,dist_6,Time Series,prophet,6
2008-09-30,775.0,dist_6,Time Series,prophet,6
2008-10-31,839.0,dist_6,Time Series,prophet,6
2008-11-30,685.0,dist_6,Time Series,prophet,6
2008-12-31,649.0,dist_6,Time Series,prophet,6
2009-01-31,659.0,dist_6,Time Series,prophet,6
2009-02-28,613.0,dist_6,Time Series,prophet,6
2009-03-31,783.0,dist_6,Time Series,prophet,6
2009-04-30,706.0,dist_6,Time Series,prophet,6
2009-05-31,732.0,dist_6,Time Series,prophet,6
2009-06-30,719.0,dist_6,Time Series,prophet,6
2009-07-31,792.0,dist_6,Time Series,prophet,6
2009-08-31,807.0,dist_6,Time Series,prophet,6
2009-09-30,771.0,dist_6,Time Series,prophet,6
2009-10-31,765.0,dist_6,Time Series,prophet,6
2009-11-30,634.0,dist_6,Time Series,prophet,6
2009-12-31,637.0,dist_6,Time Series,prophet,6
2010-01-31,730.0,dist_6,Time Series,prophet,6
2010-02-28,499.0,dist_6,Time Series,prophet,6
2010-03-31,710.0,dist_6,Time Series,prophet,6
2010-04-30,742.0,dist_6,Time Series,prophet,6
2010-05-31,782.0,dist_6,Time Series,prophet,6
2010-06-30,773.0,dist_6,Time Series,prophet,6
2010-07-31,810.0,dist_6,Time Series,prophet,6
2010-08-31,752.0,dist_6,Time Series,prophet,6
2010-09-30,726.0,dist_6,Time Series,prophet,6
2010-10-31,735.0,dist_6,Time Series,prophet,6
2010-11-30,686.0,dist_6,Time Series,prophet,6
2010-12-31,637.0,dist_6,Time Series,prophet,6
2011-01-31,560.0,dist_6,Time Series,prophet,6
2011-02-28,631.0,dist_6,Time Series,prophet,6
2011-03-31,642.0,dist_6,Time Series,prophet,6
2011-04-30,660.0,dist_6,Time Series,prophet,6
2011-05-31,713.0,dist_6,Time Series,prophet,6
2011-06-30,715.0,dist_6,Time Series,prophet,6
2011-07-31,750.0,dist_6,Time Series,prophet,6
2011-08-31,722.0,dist_6,Time Series,prophet,6
2011-09-30,731.0,dist_6,Time Series,prophet,6
2011-10-31,737.0,dist_6,Time Series,prophet,6
2011-11-30,632.0,dist_6,Time Series,prophet,6
2011-12-31,639.0,dist_6,Time Series,prophet,6
2012-01-31,784.0,dist_6,Time Series,prophet,6
2012-02-29,701.0,dist_6,Time Series,prophet,6
2012-03-31,705.0,dist_6,Time Series,prophet,6
2012-04-30,682.0,dist_6,Time Series,prophet,6
2012-05-31,773.0,dist_6,Time Series,prophet,6
2012-06-30,714.0,dist_6,Time Series,prophet,6
2012-07-31,682.0,dist_6,Time Series,prophet,6
2012-08-31,697.0,dist_6,Time Series,prophet,6
2012-09-30,705.0,dist_6,Time Series,prophet,6
2012-10-31,700.0,dist_6,Time Series,prophet,6
2012-11-30,637.0,dist_6,Time Series,prophet,6
2012-12-31,617.0,dist_6,Time Series,prophet,6
2013-01-31,655.0,dist_6,Time Series,prophet,6
2013-02-28,503.0,dist_6,Time Series,prophet,6
2013-03-31,687.0,dist_6,Time Series,prophet,6
2013-04-30,652.0,dist_6,Time Series,prophet,6
2013-05-31,701.0,dist_6,Time Series,prophet,6
2013-06-30,750.0,dist_6,Time Series,prophet,6
2013-07-31,714.0,dist_6,Time Series,prophet,6
2013-08-31,728.0,dist_6,Time Series,prophet,6
2013-09-30,628.0,dist_6,Time Series,prophet,6
2013-10-31,646.0,dist_6,Time Series,prophet,6
2013-11-30,608.0,dist_6,Time Series,prophet,6
2013-12-31,470.0,dist_6,Time Series,prophet,6
2014-01-31,414.0,dist_6,Time Series,prophet,6
2014-02-28,453.0,dist_6,Time Series,prophet,6
2014-03-31,543.0,dist_6,Time Series,prophet,6
2014-04-30,545.0,dist_6,Time Series,prophet,6
2014-05-31,657.0,dist_6,Time Series,prophet,6
2014-06-30,625.0,dist_6,Time Series,prophet,6
2014-07-31,678.0,dist_6,Time Series,prophet,6
2014-08-31,621.0,dist_6,Time Series,prophet,6
2014-09-30,745.0,dist_6,Time Series,prophet,6
2014-10-31,781.0,dist_6,Time Series,prophet,6
2014-11-30,666.0,dist_6,Time Series,prophet,6
2014-12-31,643.0,dist_6,Time Series,prophet,6
2015-01-31,700.0,dist_6,Time Series,prophet,6
2015-02-28,612.0,dist_6,Time Series,prophet,6
2015-03-31,739.0,dist_6,Time Series,prophet,6
2015-04-30,834.0,dist_6,Time Series,prophet,6
2015-05-31,806.0,dist_6,Time Series,prophet,6
2015-06-30,879.0,dist_6,Time Series,prophet,6
2015-07-31,780.0,dist_6,Time Series,prophet,6
2015-08-31,742.0,dist_6,Time Series,prophet,6
2015-09-30,575.0,dist_6,Time Series,prophet,6
2015-10-31,620.0,dist_6,Time Series,prophet,6
2015-11-30,633.0,dist_6,Time Series,prophet,6
2015-12-31,618.0,dist_6,Time Series,prophet,6
2016-01-31,525.0,dist_6,Time Series,prophet,6
2016-02-29,569.0,dist_6,Time Series,prophet,6
2016-03-31,677.0,dist_6,Time Series,prophet,6
2016-04-30,628.0,dist_6,Time Series,prophet,6
2016-05-31,719.0,dist_6,Time Series,prophet,6
2016-06-30,890.0,dist_6,Time Series,prophet,6
2016-07-31,613.0,dist_6,Time Series,prophet,6
2016-08-31,760.0,dist_6,Time Series,prophet,6
2016-09-30,644.0,dist_6,Time Series,prophet,6
2016-10-31,628.0,dist_6,Time Series,prophet,6
2016-11-30,562.0,dist_6,Time Series,prophet,6
2016-12-31,558.0,dist_6,Time Series,prophet,6
2017-01-31,547.0,dist_6,Time Series,prophet,6
2017-02-28,478.0,dist_6,Time Series,prophet,6
2017-03-31,591.0,dist_6,Time Series,prophet,6
2017-04-30,524.0,dist_6,Time Series,prophet,6
2017-05-31,641.0,dist_6,Time Series,prophet,6
2017-06-30,693.0,dist_6,Time Series,prophet,6
2017-07-31,719.0,dist_6,Time Series,prophet,6
2017-08-31,629.0,dist_6,Time Series,prophet,6
2017-09-30,690.0,dist_6,Time Series,prophet,6
2017-10-31,647.0,dist_6,Time Series,prophet,6
2017-11-30,540.0,dist_6,Time Series,prophet,6
2017-12-31,502.0,dist_6,Time Series,prophet,6
2018-01-31,549.0,dist_6,Time Series,prophet,6
2018-02-28,520.0,dist_6,Time Series,prophet,6
2018-03-31,514.0,dist_6,Time Series,prophet,6
2018-04-30,581.0,dist_6,Time Series,prophet,6
2018-05-31,642.0,dist_6,Time Series,prophet,6
2018-06-30,721.0,dist_6,Time Series,prophet,6
2018-07-31,674.0,dist_6,Time Series,prophet,6
2018-08-31,656.0,dist_6,Time Series,prophet,6
2018-09-30,662.0,dist_6,Time Series,prophet,6
2018-10-31,693.0,dist_6,Time Series,prophet,6
2018-11-30,568.0,dist_6,Time Series,prophet,6
2018-12-31,569.0,dist_6,Time Series,prophet,6
2019-01-31,604.0,dist_6,Time Series,prophet,6
2019-02-28,558.0,dist_6,Time Series,prophet,6
2019-03-31,628.0,dist_6,Time Series,prophet,6
2019-04-30,708.0,dist_6,Time Series,prophet,6
2006-01-31,1134.0,dist_14,Time Series,prophet,14
2006-02-28,830.0,dist_14,Time Series,prophet,14
2006-03-31,1008.0,dist_14,Time Series,prophet,14
2006-04-30,1025.0,dist_14,Time Series,prophet,14
2006-05-31,1100.0,dist_14,Time Series,prophet,14
2006-06-30,1170.0,dist_14,Time Series,prophet,14
2006-07-31,1066.0,dist_14,Time Series,prophet,14
2006-08-31,1153.0,dist_14,Time Series,prophet,14
2006-09-30,996.0,dist_14,Time Series,prophet,14
2006-10-31,1117.0,dist_14,Time Series,prophet,14
2006-11-30,1041.0,dist_14,Time Series,prophet,14
2006-12-31,1003.0,dist_14,Time Series,prophet,14
2007-01-31,1056.0,dist_14,Time Series,prophet,14
2007-02-28,747.0,dist_14,Time Series,prophet,14
2007-03-31,1075.0,dist_14,Time Series,prophet,14
2007-04-30,1055.0,dist_14,Time Series,prophet,14
2007-05-31,1165.0,dist_14,Time Series,prophet,14
2007-06-30,1106.0,dist_14,Time Series,prophet,14
2007-07-31,1156.0,dist_14,Time Series,prophet,14
2007-08-31,1083.0,dist_14,Time Series,prophet,14
2007-09-30,897.0,dist_14,Time Series,prophet,14
2007-10-31,1061.0,dist_14,Time Series,prophet,14
2007-11-30,984.0,dist_14,Time Series,prophet,14
2007-12-31,956.0,dist_14,Time Series,prophet,14
2008-01-31,978.0,dist_14,Time Series,prophet,14
2008-02-29,861.0,dist_14,Time Series,prophet,14
2008-03-31,1069.0,dist_14,Time Series,prophet,14
2008-04-30,1106.0,dist_14,Time Series,prophet,14
2008-05-31,1046.0,dist_14,Time Series,prophet,14
2008-06-30,1066.0,dist_14,Time Series,prophet,14
2008-07-31,1172.0,dist_14,Time Series,prophet,14
2008-08-31,1098.0,dist_14,Time Series,prophet,14
2008-09-30,990.0,dist_14,Time Series,prophet,14
2008-10-31,1043.0,dist_14,Time Series,prophet,14
2008-11-30,921.0,dist_14,Time Series,prophet,14
2008-12-31,948.0,dist_14,Time Series,prophet,14
2009-01-31,923.0,dist_14,Time Series,prophet,14
2009-02-28,803.0,dist_14,Time Series,prophet,14
2009-03-31,1019.0,dist_14,Time Series,prophet,14
2009-04-30,935.0,dist_14,Time Series,prophet,14
2009-05-31,1069.0,dist_14,Time Series,prophet,14
2009-06-30,986.0,dist_14,Time Series,prophet,14
2009-07-31,969.0,dist_14,Time Series,prophet,14
2009-08-31,987.0,dist_14,Time Series,prophet,14
2009-09-30,921.0,dist_14,Time Series,prophet,14
2009-10-31,873.0,dist_14,Time Series,prophet,14
2009-11-30,841.0,dist_14,Time Series,prophet,14
2009-12-31,764.0,dist_14,Time Series,prophet,14
2010-01-31,836.0,dist_14,Time Series,prophet,14
2010-02-28,645.0,dist_14,Time Series,prophet,14
2010-03-31,943.0,dist_14,Time Series,prophet,14
2010-04-30,820.0,dist_14,Time Series,prophet,14
2010-05-31,1042.0,dist_14,Time Series,prophet,14
2010-06-30,1083.0,dist_14,Time Series,prophet,14
2010-07-31,1059.0,dist_14,Time Series,prophet,14
2010-08-31,998.0,dist_14,Time Series,prophet,14
2010-09-30,840.0,dist_14,Time Series,prophet,14
2010-10-31,913.0,dist_14,Time Series,prophet,14
2010-11-30,888.0,dist_14,Time Series,prophet,14
2010-12-31,762.0,dist_14,Time Series,prophet,14
2011-01-31,765.0,dist_14,Time Series,prophet,14
2011-02-28,790.0,dist_14,Time Series,prophet,14
2011-03-31,960.0,dist_14,Time Series,prophet,14
2011-04-30,1010.0,dist_14,Time Series,prophet,14
2011-05-31,1013.0,dist_14,Time Series,prophet,14
2011-06-30,969.0,dist_14,Time Series,prophet,14
2011-07-31,968.0,dist_14,Time Series,prophet,14
2011-08-31,1045.0,dist_14,Time Series,prophet,14
2011-09-30,993.0,dist_14,Time Series,prophet,14
2011-10-31,965.0,dist_14,Time Series,prophet,14
2011-11-30,795.0,dist_14,Time Series,prophet,14
2011-12-31,880.0,dist_14,Time Series,prophet,14
2012-01-31,885.0,dist_14,Time Series,prophet,14
2012-02-29,801.0,dist_14,Time Series,prophet,14
2012-03-31,963.0,dist_14,Time Series,prophet,14
2012-04-30,883.0,dist_14,Time Series,prophet,14
2012-05-31,1066.0,dist_14,Time Series,prophet,14
2012-06-30,957.0,dist_14,Time Series,prophet,14
2012-07-31,894.0,dist_14,Time Series,prophet,14
2012-08-31,934.0,dist_14,Time Series,prophet,14
2012-09-30,859.0,dist_14,Time Series,prophet,14
2012-10-31,836.0,dist_14,Time Series,prophet,14
2012-11-30,822.0,dist_14,Time Series,prophet,14
2012-12-31,822.0,dist_14,Time Series,prophet,14
2013-01-31,786.0,dist_14,Time Series,prophet,14
2013-02-28,647.0,dist_14,Time Series,prophet,14
2013-03-31,717.0,dist_14,Time Series,prophet,14
2013-04-30,812.0,dist_14,Time Series,prophet,14
2013-05-31,785.0,dist_14,Time Series,prophet,14
2013-06-30,864.0,dist_14,Time Series,prophet,14
2013-07-31,959.0,dist_14,Time Series,prophet,14
2013-08-31,940.0,dist_14,Time Series,prophet,14
2013-09-30,850.0,dist_14,Time Series,prophet,14
2013-10-31,872.0,dist_14,Time Series,prophet,14
2013-11-30,777.0,dist_14,Time Series,prophet,14
2013-12-31,733.0,dist_14,Time Series,prophet,14
2014-01-31,626.0,dist_14,Time Series,prophet,14
2014-02-28,558.0,dist_14,Time Series,prophet,14
2014-03-31,715.0,dist_14,Time Series,prophet,14
2014-04-30,766.0,dist_14,Time Series,prophet,14
2014-05-31,922.0,dist_14,Time Series,prophet,14
2014-06-30,898.0,dist_14,Time Series,prophet,14
2014-07-31,964.0,dist_14,Time Series,prophet,14
2014-08-31,831.0,dist_14,Time Series,prophet,14
2014-09-30,828.0,dist_14,Time Series,prophet,14
2014-10-31,881.0,dist_14,Time Series,prophet,14
2014-11-30,724.0,dist_14,Time Series,prophet,14
2014-12-31,782.0,dist_14,Time Series,prophet,14
2015-01-31,696.0,dist_14,Time Series,prophet,14
2015-02-28,620.0,dist_14,Time Series,prophet,14
2015-03-31,732.0,dist_14,Time Series,prophet,14
2015-04-30,829.0,dist_14,Time Series,prophet,14
2015-05-31,809.0,dist_14,Time Series,prophet,14
2015-06-30,797.0,dist_14,Time Series,prophet,14
2015-07-31,920.0,dist_14,Time Series,prophet,14
2015-08-31,966.0,dist_14,Time Series,prophet,14
2015-09-30,834.0,dist_14,Time Series,prophet,14
2015-10-31,791.0,dist_14,Time Series,prophet,14
2015-11-30,828.0,dist_14,Time Series,prophet,14
2015-12-31,815.0,dist_14,Time Series,prophet,14
2016-01-31,666.0,dist_14,Time Series,prophet,14
2016-02-29,705.0,dist_14,Time Series,prophet,14
2016-03-31,778.0,dist_14,Time Series,prophet,14
2016-04-30,765.0,dist_14,Time Series,prophet,14
2016-05-31,875.0,dist_14,Time Series,prophet,14
2016-06-30,874.0,dist_14,Time Series,prophet,14
2016-07-31,792.0,dist_14,Time Series,prophet,14
2016-08-31,875.0,dist_14,Time Series,prophet,14
2016-09-30,726.0,dist_14,Time Series,prophet,14
2016-10-31,731.0,dist_14,Time Series,prophet,14
2016-11-30,695.0,dist_14,Time Series,prophet,14
2016-12-31,693.0,dist_14,Time Series,prophet,14
2017-01-31,680.0,dist_14,Time Series,prophet,14
2017-02-28,658.0,dist_14,Time Series,prophet,14
2017-03-31,701.0,dist_14,Time Series,prophet,14
2017-04-30,719.0,dist_14,Time Series,prophet,14
2017-05-31,843.0,dist_14,Time Series,prophet,14
2017-06-30,826.0,dist_14,Time Series,prophet,14
2017-07-31,862.0,dist_14,Time Series,prophet,14
2017-08-31,818.0,dist_14,Time Series,prophet,14
2017-09-30,835.0,dist_14,Time Series,prophet,14
2017-10-31,848.0,dist_14,Time Series,prophet,14
2017-11-30,828.0,dist_14,Time Series,prophet,14
2017-12-31,788.0,dist_14,Time Series,prophet,14
2018-01-31,754.0,dist_14,Time Series,prophet,14
2018-02-28,735.0,dist_14,Time Series,prophet,14
2018-03-31,674.0,dist_14,Time Series,prophet,14
2018-04-30,792.0,dist_14,Time Series,prophet,14
2018-05-31,828.0,dist_14,Time Series,prophet,14
2018-06-30,829.0,dist_14,Time Series,prophet,14
2018-07-31,888.0,dist_14,Time Series,prophet,14
2018-08-31,840.0,dist_14,Time Series,prophet,14
2018-09-30,809.0,dist_14,Time Series,prophet,14
2018-10-31,797.0,dist_14,Time Series,prophet,14
2018-11-30,601.0,dist_14,Time Series,prophet,14
2018-12-31,671.0,dist_14,Time Series,prophet,14
2019-01-31,668.0,dist_14,Time Series,prophet,14
2019-02-28,544.0,dist_14,Time Series,prophet,14
2019-03-31,687.0,dist_14,Time Series,prophet,14
2019-04-30,698.0,dist_14,Time Series,prophet,14
2006-01-31,642.0,dist_17,Time Series,prophet,17
2006-02-28,572.0,dist_17,Time Series,prophet,17
2006-03-31,664.0,dist_17,Time Series,prophet,17
2006-04-30,766.0,dist_17,Time Series,prophet,17
2006-05-31,778.0,dist_17,Time Series,prophet,17
2006-06-30,967.0,dist_17,Time Series,prophet,17
2006-07-31,919.0,dist_17,Time Series,prophet,17
2006-08-31,944.0,dist_17,Time Series,prophet,17
2006-09-30,727.0,dist_17,Time Series,prophet,17
2006-10-31,724.0,dist_17,Time Series,prophet,17
2006-11-30,679.0,dist_17,Time Series,prophet,17
2006-12-31,609.0,dist_17,Time Series,prophet,17
2007-01-31,625.0,dist_17,Time Series,prophet,17
2007-02-28,457.0,dist_17,Time Series,prophet,17
2007-03-31,650.0,dist_17,Time Series,prophet,17
2007-04-30,687.0,dist_17,Time Series,prophet,17
2007-05-31,712.0,dist_17,Time Series,prophet,17
2007-06-30,732.0,dist_17,Time Series,prophet,17
2007-07-31,778.0,dist_17,Time Series,prophet,17
2007-08-31,833.0,dist_17,Time Series,prophet,17
2007-09-30,761.0,dist_17,Time Series,prophet,17
2007-10-31,654.0,dist_17,Time Series,prophet,17
2007-11-30,587.0,dist_17,Time Series,prophet,17
2007-12-31,766.0,dist_17,Time Series,prophet,17
2008-01-31,749.0,dist_17,Time Series,prophet,17
2008-02-29,600.0,dist_17,Time Series,prophet,17
2008-03-31,651.0,dist_17,Time Series,prophet,17
2008-04-30,658.0,dist_17,Time Series,prophet,17
2008-05-31,684.0,dist_17,Time Series,prophet,17
2008-06-30,699.0,dist_17,Time Series,prophet,17
2008-07-31,755.0,dist_17,Time Series,prophet,17
2008-08-31,757.0,dist_17,Time Series,prophet,17
2008-09-30,613.0,dist_17,Time Series,prophet,17
2008-10-31,637.0,dist_17,Time Series,prophet,17
2008-11-30,572.0,dist_17,Time Series,prophet,17
2008-12-31,616.0,dist_17,Time Series,prophet,17
2009-01-31,499.0,dist_17,Time Series,prophet,17
2009-02-28,445.0,dist_17,Time Series,prophet,17
2009-03-31,530.0,dist_17,Time Series,prophet,17
2009-04-30,540.0,dist_17,Time Series,prophet,17
2009-05-31,655.0,dist_17,Time Series,prophet,17
2009-06-30,705.0,dist_17,Time Series,prophet,17
2009-07-31,713.0,dist_17,Time Series,prophet,17
2009-08-31,781.0,dist_17,Time Series,prophet,17
2009-09-30,672.0,dist_17,Time Series,prophet,17
2009-10-31,664.0,dist_17,Time Series,prophet,17
2009-11-30,614.0,dist_17,Time Series,prophet,17
2009-12-31,559.0,dist_17,Time Series,prophet,17
2010-01-31,555.0,dist_17,Time Series,prophet,17
2010-02-28,438.0,dist_17,Time Series,prophet,17
2010-03-31,596.0,dist_17,Time Series,prophet,17
2010-04-30,620.0,dist_17,Time Series,prophet,17
2010-05-31,596.0,dist_17,Time Series,prophet,17
2010-06-30,715.0,dist_17,Time Series,prophet,17
2010-07-31,727.0,dist_17,Time Series,prophet,17
2010-08-31,774.0,dist_17,Time Series,prophet,17
2010-09-30,705.0,dist_17,Time Series,prophet,17
2010-10-31,576.0,dist_17,Time Series,prophet,17
2010-11-30,475.0,dist_17,Time Series,prophet,17
2010-12-31,420.0,dist_17,Time Series,prophet,17
2011-01-31,485.0,dist_17,Time Series,prophet,17
2011-02-28,439.0,dist_17,Time Series,prophet,17
2011-03-31,563.0,dist_17,Time Series,prophet,17
2011-04-30,567.0,dist_17,Time Series,prophet,17
2011-05-31,551.0,dist_17,Time Series,prophet,17
2011-06-30,617.0,dist_17,Time Series,prophet,17
2011-07-31,653.0,dist_17,Time Series,prophet,17
2011-08-31,669.0,dist_17,Time Series,prophet,17
2011-09-30,640.0,dist_17,Time Series,prophet,17
2011-10-31,549.0,dist_17,Time Series,prophet,17
2011-11-30,528.0,dist_17,Time Series,prophet,17
2011-12-31,479.0,dist_17,Time Series,prophet,17
2012-01-31,478.0,dist_17,Time Series,prophet,17
2012-02-29,517.0,dist_17,Time Series,prophet,17
2012-03-31,572.0,dist_17,Time Series,prophet,17
2012-04-30,583.0,dist_17,Time Series,prophet,17
2012-05-31,595.0,dist_17,Time Series,prophet,17
2012-06-30,609.0,dist_17,Time Series,prophet,17
2012-07-31,593.0,dist_17,Time Series,prophet,17
2012-08-31,668.0,dist_17,Time Series,prophet,17
